tbl_CallerDistGroupISP(tbl_CallerDistGroupISP)

Export Time:2018/06/03 11:13:26

ID,Discrimination group number,Caller number,Address nature,Phone number type,Function code,Call source code change flag,Charging source code change flag,Barring group number change flag,Peru user flag,Peru user state,Peru user sub state,Minimum length,Maximum length,Call source code,Charging source code,Barring group number,Caller category,Caller number change index,generic number change index,redirect number change index,original called number change index,Codec list,Caller toll call password,User Type,Hairpinning Mode,Preselect Policy Code,Original function code,Barring indication,Is or not Different Carrier,Change multi number,Set CLIR,Reserved,is wslst or not,Cause Value,Status
612,996,22058599,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
613,997,22058595,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
614,997,22058596,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
615,997,22058597,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
616,997,22058598,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
617,997,22058599,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
618,655,2208375,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
619,655,2208376,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
620,655,2208377,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
621,655,2208378,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
622,655,2208379,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
623,655,220838,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
624,656,2208375,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
625,656,2208376,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
626,656,2208377,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
627,656,2208378,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
628,656,2208379,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
629,656,220838,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
630,985,2232485,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
631,985,2232486,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
632,985,2232487,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
633,985,2232488,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
634,985,2232489,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
635,932,223231,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
636,933,223231,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
637,740,223018,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
638,741,223018,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
639,702,223035,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
640,998,220868,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
641,703,223035,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
642,629,220635,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
643,630,220635,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
644,704,223043,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
645,689,223225,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
646,689,223226,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
647,690,223225,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
648,690,223226,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
649,691,2232280,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
650,691,2232281,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
651,691,2232282,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
652,691,2232283,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
653,691,2232284,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
654,692,2232280,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
655,692,2232281,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
656,692,2232282,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
657,692,2232283,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
658,692,2232284,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
659,695,223047,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
660,696,223047,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
661,655,2208390,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
662,655,2208391,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
663,655,2208392,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
664,655,2208393,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
665,655,2208394,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
666,656,2208390,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
